Days_for_shipping_(real),Days_for_shipment_(scheduled),Delivery_Status,Late_delivery_risk,Customer_City,Customer_Country,Customer_Zipcode,Latitude,Longitude,Market,Order_City,Order_Country,Order_Region,Order_State,Order_Status,Product_Name,Product_Price,Shipping_Mode,order_date,order_time,shipping_date,shipping_time,processing_time,shipment_status,order_city_latitude,order_city_longitude,distance,multiplier,approx_time,transit_time,effective_delivery_time
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.21957016,-66.03704834,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Adult dog supplies,84.40000153,Standard Class,30-11-2024,14:58:00,03-12-2024,14:58:00,3,On time,13.0825,80.275,14939.30924,1,14939.3092,4,7
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.28815079,-66.37060547,Pacific Asia,Gulbarga,India,South Asia,Karnataka,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,05-12-2022,17:44:00,07-12-2022,17:44:00,2,On time,17.329,76.825,14368.35621,1,14368.3562,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.28815079,-66.37060547,Pacific Asia,Gulbarga,India,South Asia,Karnataka,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,05-12-2022,17:44:00,07-12-2022,17:44:00,2,On time,17.329,76.825,14368.35621,1,14368.3562,4,6
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.29484749,-66.37056732,Pacific Asia,Ambattur,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,14-01-2023,11:22:00,18-01-2023,11:22:00,4,Delayed,13.1143,80.1548,14948.39621,1,14948.3962,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.28815079,-66.37060547,Pacific Asia,Gulbarga,India,South Asia,Karnataka,PENDING_PAYMENT,Titleist Pro V1x High Numbers Golf Balls,47.99000168,Standard Class,05-12-2022,17:44:00,07-12-2022,17:44:00,2,On time,17.329,76.825,14368.35621,1,14368.3562,4,6
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.26452637,-66.03705597,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Lawn mower,532.5800171,Standard Class,18-11-2024,19:53:00,23-11-2024,19:53:00,5,Delayed,13.1147,80.1098,14920.42862,1,14920.4286,4,9
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.24755859,-66.02539063,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,30-01-2023,7:51:00,04-02-2023,7:51:00,5,Delayed,12.9789,77.5917,14725.87855,1,14725.8786,4,9
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.29484749,-66.37056732,Pacific Asia,Ambattur,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,14-01-2023,11:22:00,18-01-2023,11:22:00,4,Delayed,13.1143,80.1548,14948.39621,1,14948.3962,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.28815079,-66.37060547,Pacific Asia,Gulbarga,India,South Asia,Karnataka,PENDING_PAYMENT,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,Standard Class,05-12-2022,17:44:00,07-12-2022,17:44:00,2,On time,17.329,76.825,14368.35621,1,14368.3562,4,6
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.24755859,-66.02539063,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,30-01-2023,7:51:00,04-02-2023,7:51:00,5,Delayed,12.9789,77.5917,14725.87855,1,14725.8786,4,9
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.28815079,-66.37060547,Pacific Asia,Gulbarga,India,South Asia,Karnataka,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,05-12-2022,17:44:00,07-12-2022,17:44:00,2,On time,17.329,76.825,14368.35621,1,14368.3562,4,6
4,4,Shipping on time,0,North Tonawanda,USA,14120,43.02910233,-78.87342072,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Industrial consumer electronics,252.8800049,Standard Class,26-12-2024,4:25:00,30-12-2024,4:25:00,4,Delayed,15.3502,75.1376,13002.79714,1,13002.7971,4,8
4,4,Shipping on time,0,North Tonawanda,USA,14120,43.02910233,-78.87342072,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Industrial consumer electronics,252.8800049,Standard Class,26-12-2024,4:25:00,30-12-2024,4:25:00,4,Delayed,15.355,75.1362,13002.24511,1,13002.2451,4,8
2,4,Advance shipping,0,Conway,USA,72032,35.09189606,-92.43454742,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Adult dog supplies,84.40000153,Standard Class,09-01-2025,11:04:00,11-01-2025,11:04:00,2,On time,12.9789,77.5917,14567.40464,1,14567.4046,4,6
2,4,Advance shipping,0,Pekin,USA,61554,40.56959915,-89.64508057,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,COMPLETE,Adult dog supplies,84.40000153,Standard Class,08-01-2025,7:02:00,10-01-2025,7:02:00,2,On time,13.1147,80.1098,13952.89369,1,13952.8937,4,6
5,4,Late delivery,1,Fullerton,USA,92833,33.86329651,-117.9716263,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,19-12-2022,10:22:00,24-12-2022,10:22:00,5,Delayed,15.3502,75.1376,14369.22197,1,14369.222,4,9
5,4,Late delivery,1,Fullerton,USA,92833,33.86329651,-117.9716263,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,19-12-2022,10:22:00,24-12-2022,10:22:00,5,Delayed,15.355,75.1362,14368.74073,1,14368.7407,4,9
3,4,Advance shipping,0,Brooklyn,USA,11201,40.62839508,-73.94129944,Pacific Asia,Bijapur,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,09-11-2022,0:57:00,12-11-2022,0:57:00,3,On time,16.83,75.71,12898.56794,1,12898.5679,3,6
2,4,Advance shipping,0,New York,USA,10029,40.79290009,-73.94426727,Pacific Asia,Bijapur,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,09-11-2022,0:36:00,11-11-2022,0:36:00,2,On time,16.83,75.71,12883.28014,1,12883.2801,3,5
5,4,Late delivery,1,Memphis,USA,38128,35.19882584,-89.90473938,Pacific Asia,Kochi,India,South Asia,Kerala,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,07-01-2023,9:48:00,12-01-2023,9:48:00,5,Delayed,9.9312,76.2673,14790.43901,1,14790.439,4,9
3,4,Advance shipping,0,Los Angeles,USA,90011,34.02759934,-118.2654419,Pacific Asia,Ambattur,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,14-01-2023,11:01:00,17-01-2023,11:01:00,3,On time,13.1143,80.1548,14422.49722,1,14422.4972,4,7
2,4,Advance shipping,0,Highland,USA,92346,33.87604904,-117.8196411,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,12-12-2022,5:38:00,14-12-2022,5:38:00,2,On time,15.85,74.5,14333.74906,1,14333.7491,4,6
5,4,Late delivery,1,Vallejo,USA,94591,38.10829163,-122.2123947,Pacific Asia,Mangalore,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,25-02-2023,14:28:00,01-03-2023,14:28:00,5,Delayed,12.8681,74.8425,14074.75871,1,14074.7587,4,9
3,4,Advance shipping,0,Costa Mesa,USA,92627,33.64860153,-117.9180069,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,21-12-2022,5:27:00,24-12-2022,5:27:00,3,On time,12.9789,77.5917,14576.16938,1,14576.1694,4,7
3,4,Advance shipping,0,Clearfield,USA,84015,41.09803391,-111.9948654,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,07-03-2023,0:16:00,10-03-2023,0:16:00,3,On time,13.0825,80.275,13859.7067,1,13859.7067,4,7
3,4,Advance shipping,0,Costa Mesa,USA,92627,33.64860153,-117.9180069,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,21-12-2022,5:27:00,24-12-2022,5:27:00,3,On time,12.9789,77.5917,14576.16938,1,14576.1694,4,7
5,4,Late delivery,1,Chicago,USA,60624,41.8728714,-87.71582031,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Lawn mower,532.5800171,Standard Class,14-11-2024,3:47:00,19-11-2024,3:47:00,5,Delayed,15.3502,75.1376,13413.16528,1,13413.1653,4,9
5,4,Late delivery,1,Chicago,USA,60624,41.8728714,-87.71582031,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Lawn mower,532.5800171,Standard Class,14-11-2024,3:47:00,19-11-2024,3:47:00,5,Delayed,15.355,75.1362,13412.61091,1,13412.6109,4,9
2,4,Advance shipping,0,Troy,USA,48098,42.5804596,-83.15601349,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,Team Golf Texas Longhorns Putter Grip,24.98999977,Standard Class,12-01-2023,13:08:00,14-01-2023,13:08:00,2,On time,8.5241,76.9366,13983.84277,1,13983.8428,4,6
2,4,Advance shipping,0,Troy,USA,48098,42.5804596,-83.15601349,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,12-01-2023,13:08:00,14-01-2023,13:08:00,2,On time,8.5241,76.9366,13983.84277,1,13983.8428,4,6
2,4,Advance shipping,0,Highland,USA,92346,33.87604904,-117.8196411,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,12-12-2022,5:38:00,14-12-2022,5:38:00,2,On time,15.85,74.5,14333.74906,1,14333.7491,4,6
6,4,Late delivery,1,Canyon Country,USA,91351,34.43691254,-118.4601517,Pacific Asia,Kochi,India,South Asia,Kerala,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,07-01-2023,10:09:00,13-01-2023,10:09:00,6,Delayed,9.9312,76.2673,14842.91685,1,14842.9168,4,10
3,4,Advance shipping,0,Brooklyn,USA,11201,40.62839508,-73.94129944,Pacific Asia,Bijapur,India,South Asia,Karnataka,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,09-11-2022,0:57:00,12-11-2022,0:57:00,3,On time,16.83,75.71,12898.56794,1,12898.5679,3,6
2,4,Advance shipping,0,Troy,USA,48098,42.5804596,-83.15601349,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,12-01-2023,13:08:00,14-01-2023,13:08:00,2,On time,8.5241,76.9366,13983.84277,1,13983.8428,4,6
2,4,Advance shipping,0,Troy,USA,48098,42.5804596,-83.15601349,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,12-01-2023,13:08:00,14-01-2023,13:08:00,2,On time,8.5241,76.9366,13983.84277,1,13983.8428,4,6
5,4,Late delivery,1,Saint Peters,USA,63376,38.79064941,-90.61938477,Pacific Asia,Kochi,India,South Asia,Kerala,COMPLETE,Fighting video games,39.75,Standard Class,25-01-2025,2:59:00,30-01-2025,2:59:00,5,Delayed,9.9312,76.2673,14429.6587,1,14429.6587,4,9
5,4,Late delivery,1,Mesa,USA,85204,33.41001129,-111.7717972,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,08-01-2023,6:50:00,13-01-2023,6:50:00,5,Delayed,11.0167,76.9556,14989.30154,1,14989.3015,4,9
5,4,Late delivery,1,Mesa,USA,85204,33.41001129,-111.7717972,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,08-01-2023,6:50:00,13-01-2023,6:50:00,5,Delayed,11.0167,76.9556,14989.30154,1,14989.3015,4,9
5,4,Late delivery,1,Mesa,USA,85204,33.41001129,-111.7717972,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,ON_HOLD,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,Standard Class,08-01-2023,6:50:00,13-01-2023,6:50:00,5,Delayed,11.0167,76.9556,14989.30154,1,14989.3015,4,9
2,4,Advance shipping,0,Atlanta,USA,30331,33.84043121,-84.41937256,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,ON_HOLD,Fighting video games,39.75,Standard Class,20-01-2025,8:04:00,22-01-2025,8:04:00,2,On time,11.1085,77.3411,14657.66424,1,14657.6642,4,6
2,1,Late delivery,1,York,USA,17404,39.95479965,-76.75787354,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,First Class,17-11-2022,20:55:00,19-11-2022,20:55:00,2,On time,11.1085,77.3411,13739.96425,0.5,6869.9821,2,4
2,1,Late delivery,1,York,USA,17404,39.95479965,-76.75787354,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,First Class,17-11-2022,20:55:00,19-11-2022,20:55:00,2,On time,11.1085,77.3411,13739.96425,0.5,6869.9821,2,4
6,2,Late delivery,1,Miami,USA,33155,25.8127842,-80.19547272,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,Summer dresses,215.8200073,Second Class,29-01-2025,12:26:00,04-02-2025,12:26:00,6,Delayed,11.0167,76.9556,15231.20555,0.8,12184.9644,3,9
4,2,Late delivery,1,Lakewood,USA,44107,41.47777176,-81.77597809,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Summer dresses,215.8200073,Second Class,13-12-2024,22:08:00,17-12-2024,22:08:00,4,Delayed,12.9789,77.5917,13600.19408,0.8,10880.1553,3,7
5,2,Late delivery,1,Los Angeles,USA,90032,34.0816536,-118.1783524,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Porcelain crafts,461.480011,Second Class,28-12-2024,21:35:00,02-01-2025,21:35:00,5,Delayed,12.9789,77.5917,14522.66539,0.8,11618.1323,3,8
6,2,Late delivery,1,Tempe,USA,85283,33.42093277,-111.897377,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Second Class,06-01-2023,20:09:00,12-01-2023,20:09:00,6,Delayed,15.85,74.5,14494.4938,0.8,11595.595,3,9
6,2,Late delivery,1,Tempe,USA,85283,33.42093277,-111.897377,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Second Class,06-01-2023,20:09:00,12-01-2023,20:09:00,6,Delayed,15.85,74.5,14494.4938,0.8,11595.595,3,9
6,2,Late delivery,1,Tempe,USA,85283,33.42093277,-111.897377,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,06-01-2023,20:09:00,12-01-2023,20:09:00,6,Delayed,15.85,74.5,14494.4938,0.8,11595.595,3,9
2,1,Late delivery,1,Fairfield,USA,94533,38.25131607,-122.0456543,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,First Class,02-01-2023,14:33:00,04-01-2023,14:33:00,2,On time,11.1085,77.3411,14168.14149,0.5,7084.0707,2,4
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.20746803,-66.37057495,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,02-01-2023,12:06:00,06-01-2023,12:06:00,4,Delayed,8.5241,76.9366,15010.12334,1,15010.1233,4,8
4,2,Late delivery,1,Brooklyn,USA,11229,40.6377182,-73.94229889,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Second Class,02-01-2023,10:20:00,06-01-2023,10:20:00,4,Delayed,13.0825,80.275,13477.71708,0.8,10782.1737,3,7
2,1,Late delivery,1,Smyrna,USA,30080,33.89192963,-84.48126984,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,First Class,02-01-2023,9:59:00,04-01-2023,9:59:00,2,On time,13.0825,80.275,14548.13756,0.5,7274.0688,2,4
5,4,Late delivery,1,West New York,USA,7093,40.78874207,-74.00895691,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,26-12-2022,3:31:00,31-12-2022,3:31:00,5,Delayed,12.9789,77.5917,13360.12047,1,13360.1205,4,9
6,4,Late delivery,1,Fort Lauderdale,USA,33324,26.0984993,-80.27095032,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,22-12-2022,19:17:00,28-12-2022,19:17:00,6,Delayed,12.9789,77.5917,15053.61333,1,15053.6133,4,10
2,2,Shipping on time,0,Caguas,Puerto Rico,725,18.20512199,-66.37051392,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Second Class,22-12-2022,17:53:00,24-12-2022,17:53:00,2,On time,12.9789,77.5917,14757.31545,0.8,11805.8524,3,5
6,2,Late delivery,1,Sacramento,USA,95823,38.48671341,-121.459343,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Second Class,22-12-2022,17:32:00,28-12-2022,17:32:00,6,Delayed,12.9789,77.5917,13958.9063,0.8,11167.125,3,9
6,2,Late delivery,1,Sacramento,USA,95823,38.48671341,-121.459343,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Second Class,22-12-2022,17:32:00,28-12-2022,17:32:00,6,Delayed,12.9789,77.5917,13958.9063,0.8,11167.125,3,9
4,2,Late delivery,1,Caguas,Puerto Rico,725,18.20522308,-66.37059784,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Second Class,22-12-2022,16:50:00,26-12-2022,16:50:00,4,Delayed,12.9789,77.5917,14757.31533,0.8,11805.8523,3,7
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.35910034,-66.07790375,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,17-12-2022,13:31:00,19-12-2022,13:31:00,2,On time,12.9789,77.5917,14722.49356,1,14722.4936,4,6
2,4,Advance shipping,0,Highland,USA,92346,33.87604904,-117.8196411,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,12-12-2022,5:38:00,14-12-2022,5:38:00,2,On time,15.85,74.5,14333.74906,1,14333.7491,4,6
2,4,Advance shipping,0,Highland,USA,92346,33.87604904,-117.8196411,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,12-12-2022,5:38:00,14-12-2022,5:38:00,2,On time,15.85,74.5,14333.74906,1,14333.7491,4,6
1,0,Late delivery,1,Rancho Cucamonga,USA,91730,34.10491943,-117.6226425,Pacific Asia,Bellary,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Same Day,08-12-2022,12:18:00,09-12-2022,0:18:00,1,On time,15.1,76.9167,14331.31865,0,0,1,2
3,4,Advance shipping,0,Crystal Lake,USA,60014,42.22454834,-88.33185577,Pacific Asia,Mangalore,India,South Asia,Karnataka,ON_HOLD,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,01-12-2022,8:59:00,04-12-2022,8:59:00,3,On time,12.8681,74.8425,13651.99038,1,13651.9904,4,7
3,4,Advance shipping,0,Crystal Lake,USA,60014,42.22454834,-88.33185577,Pacific Asia,Mangalore,India,South Asia,Karnataka,ON_HOLD,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,01-12-2022,8:59:00,04-12-2022,8:59:00,3,On time,12.8681,74.8425,13651.99038,1,13651.9904,4,7
6,2,Late delivery,1,Caguas,Puerto Rico,725,18.25134277,-66.37050629,Pacific Asia,Mangalore,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Second Class,01-12-2022,8:17:00,07-12-2022,8:17:00,6,Delayed,12.8681,74.8425,14531.72453,0.8,11625.3796,3,9
5,2,Late delivery,1,Caguas,Puerto Rico,725,18.26609421,-66.37058258,Pacific Asia,Mangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Second Class,01-12-2022,7:56:00,06-12-2022,7:56:00,5,Delayed,12.8681,74.8425,14530.75858,0.8,11624.6069,3,8
4,2,Late delivery,1,Lockport,USA,60441,41.58304977,-88.05521393,Pacific Asia,Mangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Second Class,01-12-2022,7:35:00,05-12-2022,7:35:00,4,Delayed,12.8681,74.8425,13711.32055,0.8,10969.0564,3,7
4,2,Late delivery,1,Caguas,Puerto Rico,725,18.29062271,-66.37055969,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Second Class,29-11-2022,18:48:00,03-12-2022,18:48:00,4,Delayed,13.0825,80.275,14960.65214,0.8,11968.5217,3,7
3,2,Late delivery,1,Caguas,Puerto Rico,725,18.28639603,-66.37057495,Pacific Asia,Bijapur,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Second Class,28-11-2022,3:54:00,01-12-2022,3:54:00,3,On time,16.83,75.71,14317.86165,0.8,11454.2893,3,6
6,4,Late delivery,1,Mission Viejo,USA,92691,33.62104797,-117.6759186,Pacific Asia,Bijapur,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,28-11-2022,3:12:00,04-12-2022,3:12:00,6,Delayed,16.83,75.71,14228.27992,1,14228.2799,4,10
5,4,Late delivery,1,Saint Louis,USA,63136,38.66429138,-90.24147034,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,25-11-2022,10:03:00,30-11-2022,10:03:00,5,Delayed,13.0825,80.275,14177.2087,1,14177.2087,4,9
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.22509003,-66.3706131,Pacific Asia,Madurai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,21-11-2022,8:18:00,27-11-2022,8:18:00,6,Delayed,9.9252,78.1198,15016.70753,1,15016.7075,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.22509003,-66.3706131,Pacific Asia,Madurai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,21-11-2022,8:18:00,27-11-2022,8:18:00,6,Delayed,9.9252,78.1198,15016.70753,1,15016.7075,4,10
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.23617172,-66.3706131,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,First Class,17-11-2022,20:34:00,19-11-2022,20:34:00,2,On time,11.1085,77.3411,14867.175,0.5,7433.5875,2,4
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.23596954,-66.37060547,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,14-11-2022,7:47:00,19-11-2022,7:47:00,5,Delayed,12.9789,77.5917,14755.17716,1,14755.1772,4,9
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.26937485,-66.37060547,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,14-11-2022,7:26:00,18-11-2022,7:26:00,4,Delayed,12.9789,77.5917,14752.85223,1,14752.8522,4,8
5,4,Late delivery,1,El Paso,USA,79924,31.89463425,-106.4120712,Pacific Asia,Bijapur,India,South Asia,Karnataka,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,08-11-2022,23:54:00,13-11-2022,23:54:00,5,Delayed,16.83,75.71,14592.43174,1,14592.4317,4,9
3,4,Advance shipping,0,Detroit,USA,48205,42.42877197,-82.98252869,Pacific Asia,Mangalore,India,South Asia,Karnataka,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,07-11-2022,6:55:00,10-11-2022,6:55:00,3,On time,12.8681,74.8425,13462.4904,1,13462.4904,4,7
1,0,Late delivery,1,Caguas,Puerto Rico,725,18.26990891,-66.37056732,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Same Day,03-11-2022,17:26:00,04-11-2022,5:26:00,1,On time,11.65,78.15,14894.64133,0,0,1,2
3,4,Advance shipping,0,Hayward,USA,94541,37.61648941,-120.3792343,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,03-11-2022,17:05:00,06-11-2022,17:05:00,3,On time,11.65,78.15,14206.02556,1,14206.0256,4,7
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.27102661,-66.37056732,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,03-11-2022,16:44:00,05-11-2022,16:44:00,2,On time,11.65,78.15,14894.56507,1,14894.5651,4,6
4,2,Late delivery,1,College Station,USA,77840,30.62612915,-96.34500122,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Second Class,27-10-2022,10:16:00,31-10-2022,10:16:00,4,Delayed,15.3502,75.1376,14822.15322,0.8,11857.7226,3,7
4,2,Late delivery,1,College Station,USA,77840,30.62612915,-96.34500122,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Second Class,27-10-2022,10:16:00,31-10-2022,10:16:00,4,Delayed,15.355,75.1362,14821.60144,0.8,11857.2812,3,7
2,4,Advance shipping,0,Aurora,USA,80012,39.65368652,-104.8682022,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,18-01-2023,7:31:00,20-01-2023,7:31:00,2,On time,13.0825,80.275,14126.95408,1,14126.9541,4,6
